show_id,type,title,director,cast,country,release_year,rating,duration,listed_in,imdb_rating
81015153,Movie,Crossroads: One Two Jaga,Nam Ron,"Zahiril Adzim, Ario Bayu, Asmara Abigail, Rosdeen Suboh, Amerul Affendi, Iedil Putra, Timothy Castillo, Chew Kin Wah, Along Eyzendy, Nam Ron",Malaysia,2018,TV-14,81 min,"Dramas, International Movies",6.5
81030198,Movie,Don't Go Breaking My Heart,Johnnie To,"Louis Koo, Gao Yuanyuan, Daniel Wu",Hong Kong,2011,TV-PG,115 min,"Comedies, International Movies, Romantic Movies",6.5
80017265,Movie,Don't Go Breaking My Heart 2,Johnnie To,"Louis Koo, Gao Yuanyuan, Miriam Chin Wah Yeung, Vic Chou, Daniel Wu","Hong Kong, China",2014,TV-14,113 min,"Comedies, International Movies, Romantic Movies",5.5
81024716,Movie,Faraar,Baljit Singh Deo,"Kainaat Arora, Jaggi Singh, Gippy Grewal",Australia,2015,TV-14,146 min,"Action & Adventure, Dramas, International Movies",5.3
80106306,Movie,Helios,"Leung Lok Man, Luk Kim-ching","Jacky Cheung, Nick Cheung, Chang Chen, Shawn Yue, Wang Xueqi, Janice Man, Ji Jin-hee, Choi Si-won","Hong Kong, China, United States",2015,TV-MA,118 min,"Action & Adventure, International Movies",5.5
60034549,Movie,Hellboy,Guillermo del Toro,"Ron Perlman, John Hurt, Selma Blair, Rupert Evans, Karel Roden, Jeffrey Tambor, Doug Jones, Brian Steele, Ladislav Beran, Biddy Hodson, Corey Johnson, Kevin Trainor",United States,2004,PG-13,122 min,"Action & Adventure, Cult Movies, Sci-Fi & Fantasy",5.2
80135353,Movie,Line Walker,Jazz Boon,"Nick Cheung, Louis Koo, Francis Chun-Yu Ng, Charmaine Sheh, Hui Shiu Hung, Li Guangjie, Zhang Huiwen, Xing Yu, Cheng Taishen, Moses Chan, Louis Cheung","China, Hong Kong",2016,TV-MA,109 min,"Action & Adventure, Dramas, International Movies",6.1
70126809,Movie,Look for a Star,Andrew Lau Wai-Keung,"Andy Lau, Qi Shu, Zhang Hanyu, Denise Ho, Dominic Lam, Xinyi Zhang, David Chiang, George Lam, Rebecca Pan, Maria Cordero, Tat-Ming Cheung",Hong Kong,2009,TV-PG,117 min,"Comedies, International Movies, Romantic Movies",5.6
80127645,Movie,Once a Gangster,Felix Chong,"Ekin Cheng, Jordan Chan, Alex Fong, Michelle Ye, On-on Yu, Wilfred Lau, Conroy Chan",Hong Kong,2010,TV-MA,95 min,"Action & Adventure, Comedies, International Movies",5.8
80187471,Movie,Power Paandi,Dhanush,"Rajkiran, Dhanush, Prasanna, Chaya Singh, Revathy, Madonna Sebastian, Vidyullekha Raman",India,2017,TV-14,124 min,"Dramas, International Movies",7.6
81030200,Movie,SDU: Sex Duties Unit,Gary Mak,"Chapman To, Shawn Yue, Matt Chow, Kwok Cheung Tsang",Hong Kong,2013,TV-MA,96 min,"Comedies, International Movies",6.0
81030197,Movie,Set Off,Liu Jiang,"Wenpei Ju, Fan Wei, Liu Hua, Qianyuan Wang, Ren Zhengbin, He Jiang",China,2008,TV-MA,96 min,"Dramas, International Movies",6.5
70104313,Movie,Seven Pounds,Gabriele Muccino,"Will Smith, Rosario Dawson, Woody Harrelson, Michael Ealy, Barry Pepper, Elpidia Carrillo, Robinne Lee, Joe Nunez, Bill Smitrovich, Tim Kelleher, Gina Hecht, Andy Milder, Judyann Elder, Sarah Jane Morris",United States,2008,PG-13,123 min,"Dramas, Romantic Movies",7.6
80166319,Movie,The Little Mermaid,"Blake Harris, Chris Bouchard","William Moseley, Poppy Drayton, Loreto Peralta, Armando Gutierrez, Shirley MacLaine, Gina Gershon, Shanna Collins, Chris Yong, Jo Marie Payton, Tom Nowicki",United States,2018,PG,85 min,"Children & Family Movies, Dramas",7.6
80158854,Movie,A StoryBots Christmas,"Evan Spiridellis, Jeff Gill","Edward Asner, Judy Greer, Erin Fitzgerald, Fred Tatasciore, Jeff Gill, Gregg Spiridellis, Evan Spiridellis, Jim Meskimen, Nate Theis",United States,2017,TV-Y,26 min,Movies,5.9
80203781,Movie,Bhouri,Jasbir Bijendra Bhati,"Raghuvir Yadav, Masha Paur, Mohan Joshi, Manoj Joshi, Mukesh Tiwari, Shakti Kapoor, Sitaram Panchal, Kunika Lall",India,2017,TV-14,123 min,"Dramas, Independent Movies, International Movies",6.7
80203792,Movie,Eh Janam Tumhare Lekhe,Harjit Singh,"Pavan Malhotra, Sudhanshu Aggarwal, Arjuna Bhalla, Avrinder Kaur, Arvinder Bhatti, Master Yuvraj, Jai Bharti, Gagandeep Singh",India,2015,TV-14,124 min,"Dramas, International Movies",8.7
80191930,Movie,Forbidden Games: The Justin Fashanu Story,"Jon Carey, Adam Darke","Justin Fashanu, John Fashanu",United Kingdom,2017,TV-14,81 min,"Documentaries, International Movies, LGBTQ Movies",6.5
70170181,Movie,Hisss,Jennifer Lynch,"Mallika Sherawat, Irrfan Khan, Jeff Doucette, Divya Dutta, Raman Trikha, Mahmoud Babai, Raj Bhansali, Sunny Charles, Tony Ciccone, Parvez Khan","India, United States",2010,TV-MA,97 min,"Horror Movies, International Movies, Thrillers",2.8
80173001,Movie,Monster Island,Leopoldo Aguilar,"Joey Camen, Fiona Hardingham, Johnny Rose, Katie Leigh, Roger L. Jackson, Wally Wingert, Phillip Vasquez","India, Mexico",2017,TV-Y7-FV,81 min,Children & Family Movies,2.6
80171247,Movie,My Happy Family,"Nana Ekvtimishvili, Simon Gross","Ia Shugliashvili, Merab Ninidze, Berta Khapava, Tsisia Qumsishvili, Giorgi Khurtsilava, Giorgi Tabidze, Goven Cheishvili, Dimitri Oragvelidze, Mariam Bokeria","Georgia, Germany, France",2017,TV-14,119 min,"Dramas, Independent Movies, International Movies",7.4
70286808,TV Show,Oggy and the Cockroaches,Olivier Jean-Marie,"Don Michael Paul, Tony Sampson, Sam Vincent, Matt Hill, Greg Eagles, Peter Kelamis, Tara Strong, Rick Jones",France,2017,TV-Y7,1 Season,"Kids' TV, TV Comedies",7.3
70135647,Movie,Playing for Time,"Daniel Mann, Joseph Sargent","Vanessa Redgrave, Jane Alexander, Maud Adams, Donna Haley, Robin Bartlett, Marisa Berenson, Will Lee, Verna Bloom, Christine Baranski, Lenore Harris",United States,1980,TV-14,149 min,Dramas,7.4
80201828,Movie,Prague,Ashish R. Shukla,"Chandan Roy Sanyal, Elena Kazan, Kumar Mayank, Sonia Bindra, Arfi Lamba","India, Switzerland",2013,TV-MA,106 min,"Dramas, Independent Movies, International Movies",6.7
80203787,Movie,Sardaar ji,Rohit Jugraj,"Diljit Dosanjh, Neeru Bajwa, Mandy Takhar, Jaswinder Bhalla, Ali Kazmi, Anita Kailey, Daman Singh, Sanju Salonki, Amrit Pal, Jatinder Lall, Avy Randhawa",Canada,2015,TV-14,140 min,"Comedies, International Movies, Music & Musicals",6.4
70236586,Movie,Tezz,Priyadarshan,"Anil Kapoor, Ajay Devgn, Boman Irani, Kangna Ranaut, Zayed Khan, Mallika Sherawat, Avika Gor, Dominic Power, Sameera Reddy, Mohanlal","United Kingdom, India",2012,TV-MA,121 min,"Action & Adventure, International Movies, Music & Musicals",3.9
80191513,Movie,The Worthy,Ali F. Mostafa,"Ali Suliman, Mahmoud Al Atrash, Samer al Masri, Rakeen Saad, Habib Ghuloom, Samer Ismail, Salah Hanoun, Maisa Abd Elhadi, Mohammad Al Ibrahimi, Nabeel Ahmad Alkoni","United Arab Emirates, Romania",2016,TV-MA,99 min,"International Movies, Sci-Fi & Fantasy, Thrillers",5.2
80176212,Movie,Voyeur,"Myles Kane, Josh Koury",Gay Talese,United States,2017,TV-MA,96 min,Documentaries,5.6
80113785,Movie,1000 Rupee Note,Shrihari Sathe,"Usha Naik, Sandeep Pathak, Shrikant Yadav, Ganesh Yadav, Pooja Nayak, Devendra Gaikwad",India,2014,NR,89 min,"Dramas, International Movies",7.3
80152091,Movie,Across Grace Alley,Ralph Macchio,"Ben Hyland, Marsha Mason, Karina Smirnoff, Colin Branca, Ralph Macchio, Tricia Paoluccio",United States,2013,TV-PG,24 min,Dramas,6.5
80118982,Movie,Asu Mare 2,Ricardo Maldonado,"Carlos Alcántara, Emilia Drago, Christian Meier, Andrés Salas, Anahí de Cárdenas, Rodrigo Sánchez Patiño, Denisse Dibós, Javier Delgiudice, Ana Cecilia Natteri",Peru,2015,NR,100 min,"Comedies, International Movies",5.7
80149139,Movie,Interrogation,Vetrimaaran,"Dinesh Ravi, Samuthirakani, Kishore Kumar, Anandhi, Murugadoss, Ajay Ghosh",India,2015,TV-MA,116 min,"Dramas, International Movies, Thrillers",7.3
80114915,Movie,Natural Selection,Chad L. Scheifele,"Mason Dye, Ryan Munzert, Anthony Michael Hall, Amy Carlson, Katherine McNamara, Tyler Elliot Burke, Esther Zynn, Ryan Boudreau",United States,2015,R,101 min,"Dramas, Independent Movies",5.1
80104240,Movie,Rainbow Time,Linas Phillips,"Linas Phillips, Melanie Lynskey, Timm Sharp, Tobin Bell, Jay Duplass, Lauren Weedman, Artemis Pebdani, Reagan Yates, Austin Fryberger",United States,2016,NR,92 min,"Comedies, Dramas, Independent Movies",5.9
907090,Movie,Richard Pryor: Live in Concert,Jeff Margolis,Richard Pryor,United States,1979,TV-MA,79 min,Stand-Up Comedy,8.2
80149282,Movie,The Violin Player,Bauddhayan Mukherji,"Ritwick Chakraborty, Adil Hussain, Nayani Dixit, Sonam Stobgais",India,2016,NR,72 min,"Dramas, Independent Movies, International Movies",6.9
80154176,Movie,Yo-Kai Watch: The Movie,Mark Risley,"Johnny Yong Bosch, Joey D'Auria, Alicyn Packard, Melissa Hutchison, Paul Greenberg, Brent Pendergrass","Japan, United States",2016,TV-Y7,96 min,"Anime Features, Children & Family Movies",5.7
80073100,Movie,My Little Pony Equestria Girls: Friendship Games,"Ishi Rudell, Jayson Thiessen","Tara Strong, Rebecca Shoichet, Ashleigh Ball, Andrea Libman, Tabitha St. Germain, Cathy Weseluck, Iris Quinn, Nicole Oliver",United States,2015,TV-Y,72 min,"Children & Family Movies, Comedies",6.5
70253397,Movie,Kung Fu Panda: Holiday,Tim Johnson,"Jack Black, Angelina Jolie, Dustin Hoffman, Jackie Chan, Seth Rogen, Lucy Liu, David Cross, James Hong, Dan Fogler",United States,2010,TV-PG,26 min,"Children & Family Movies, Comedies",6.8
81074367,Movie,Jaoon Kahan Bata Ae Dil,Aadish Keluskar,"Khushboo Upadhyay, Rohit Kokate, Himanshu Kohli, Mohammed Shakir",India,2018,TV-MA,107 min,"Dramas, Independent Movies, International Movies",6.1
81091977,Movie,Rocko's Modern Life: Static Cling,"Joe Murray, Cosmo Segurson","Carlos Alazraqui, Tom Kenny, Charlie Adler, Jill Talley, Mr. Lawrence, Joe Murray",United States,2019,TV-Y7,46 min,"Children & Family Movies, Comedies, LGBTQ Movies",7.0
80245357,Movie,Perdida,Alejandro Montiel,"Luisana Lopilato, Amaia Salamanca, Rafael Spregelburd, Nicolás Furtado, Oriana Sabatini, Pedro Casablanc, Arancha Martí, Carlos Alcántara, María Onetto, Sara Sálamo","Argentina, Spain",2018,TV-MA,104 min,"Dramas, International Movies, Thrillers",8.1
80128691,Movie,Black Site Delta,Jesse Gustafson,"Cam Gigandet, Teri Reeves, Michael Dale, Dion Mucciacito, Casey Hendershot, Benjamin Charles Watson, John Brodsky, Arash Mokhtar",United States,2017,TV-MA,88 min,Action & Adventure,3.8
70183165,Movie,Judy Moody and the Not Bummer Summer,John Schultz,"Jordana Beatty, Heather Graham, Parris Mosteller, Preston Bailey, Kristoffer Ryan Winters, Garrett Ryan, Jaleel White, Ashley Boettcher, Taylar Hender, Cameron Boyce, Jenica Bergere, Janet Varney",United States,2011,PG,91 min,"Children & Family Movies, Comedies",4.2
80165487,TV Show,Reply 1994,Shin Won-ho,"Go Ara, Jung Woo, Sung Dong-il, Dohee, Son Ho-jun, Kim Sung-kyun, Cha Seon-wu, Yoo Yeon-seok, Lee Il-hwa",South Korea,2014,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",7.9
70297144,TV Show,Reply 1997,Shin Won-ho,"Jung Eun-ji, Seo In-guk, Shin So-yul, Ji-won Eun, Lee Ho-won, Lee Si-eon, Sung Dong-il, Lee Il-hwa, Song Jong-ho",South Korea,2012,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",8.2
81065902,Movie,St. Agatha,Darren Lynn Bousman,"Sabrina Kern, Carolyn Hennesy, Courtney Halverson, Shaun Fletcher, Lindsay Seim, Hannah Fierman, Trin Miller, Seth Michaels, Justin Miles",United States,2018,TV-MA,103 min,"Horror Movies, Independent Movies",5.2
80195838,Movie,Denis Leary: No Cure For Cancer,Ted Demme,Denis Leary,United States,1992,R,62 min,Stand-Up Comedy,7.5
81112446,Movie,Badla,Sujoy Ghosh,"Amitabh Bachchan, Taapsee Pannu, Amrita Singh, Tony Luke, Manav Kaul",India,2019,TV-14,117 min,"International Movies, Thrillers",7.9
81088318,Movie,The Pursuit,John Papola,Arthur Brooks,United States,2019,TV-14,76 min,Documentaries,6.0
80080617,Movie,Theo Von: No Offense,John Asher,Theo Von,United States,2016,TV-MA,67 min,Stand-Up Comedy,5.6
80184868,Movie,The Black Room,Rolfe Kanefsky,"Natasha Henstridge, Lukas Hassel, Lin Shaye, Dominique Swain, Augie Duke, Caleb Scott, James Duval, Tiffany Shepis",United States,2016,TV-MA,95 min,Horror Movies,3.3
80044888,Movie,Crazy Beautiful You,Mae Czarina Cruz,"Kathryn Bernardo, Daniel Padilla, Lorna Tolentino, Gabby Concepcion, Inigo Pascual",Philippines,2015,TV-PG,114 min,"Comedies, Dramas, International Movies",7.2
80050006,Movie,I'm Brent Morin,Lance Bangs,Brent Morin,United States,2015,TV-MA,67 min,Stand-Up Comedy,6.5
80002621,Movie,Jim Jefferies : BARE,Shannon Hartman,Jim Jefferies,United States,2014,NR,77 min,Stand-Up Comedy,8.1
81145273,Movie,Professor Mack,Christopher Nolen,"Lisa Wu, Timon Kyle Durrett, Robert Christopher Riley, Erica Hubbard, Amin Joseph, Christopher Nolen, Larry Biela, Jackie Christie, Katharin 'Ladie K' Mraz, Simeon Henderson",United States,2018,TV-MA,84 min,"Comedies, Romantic Movies",4.2
81001278,Movie,Sebastian Maniscalco: Why Would You Do That,Joe DeMaio,Sebastian Maniscalco,United States,2016,TV-MA,63 min,Stand-Up Comedy,7.3
80165221,Movie,LEGO Marvel Super Heroes: Avengers Reassembled!,Rob Silvestri,"Laura Bailey, Troy Baker, Eric Bauza, Ben Diskin, Grant George, JP Karliak, Jim Meskimen, Bumper Robinson, Roger Craig Smith, Fred Tatasciore, Travis Willingham, Mick Wingert",United States,2015,TV-Y7,22 min,Children & Family Movies,6.2
81035835,Movie,Detention Letter,Mohamed Samy,"Mohamed Ramadan, Dina El-Sherbiny, Eyad Nassar, Sayed Rajab, Walid Fawaz, Eman El-Assy",Egypt,2017,TV-14,99 min,"Action & Adventure, International Movies",4.5
81143771,Movie,Enter the Anime,Alex Burunova,"Kozo Morishita, Yoko Takahashi, Shinji Aramaki, Kenji Kamiyama","United States, Japan",2019,TV-MA,59 min,"Documentaries, International Movies",2.5
80208295,Movie,No One Will Ever Know,Jesús Torres Torres,"Adriana Paz, Jorge A. Jiménez, David Medel, Arcelia Ramírez, Luciano Marti, Joanna Larequi, Claudia Santiago, Paul Choza, Gabriel Casanova, Alisson Santiago, Manuel Ojeda, Ofelia Medina, Silvia Pasquel",Mexico,2017,TV-MA,102 min,"Dramas, International Movies",6.3
80138681,Movie,Enter the Warriors Gate,Matthias Hoene,"Jeff Daniels, Jack O'Connell, Michelle Dockery, Scoot McNairy, Merritt Wever, Thomas Brodie-Sangster, Francis Ng, Ni Ni","France, China, Canada",2016,PG-13,105 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy",5.4
80167488,Movie,Lady Bloodfight,Chris Nahon,"Amy Johnston, Muriel Hofmann, Jenny Wu, Kathy Wu, Jet Tranter, Mayling Ng",Hong Kong,2016,R,101 min,Action & Adventure,5.6
80142222,Movie,Operation Mekong,Dante Lam,"Eddie Peng, Zhang Hanyu, Carl Ng, Ken Lo, Pawarith Monkolpisit, Jonathan Wu","China, Hong Kong",2016,TV-MA,124 min,"Action & Adventure, International Movies",6.6
80156927,Movie,Sky on Fire,Ringo Lam,"Daniel Wu, Joseph Chang, Amber Kuo, Zhang Jingchu, Ruoyun Zhang","China, Hong Kong",2016,TV-MA,100 min,"Action & Adventure, International Movies",4.6
80108759,Movie,David Cross: Making America Great Again!,Alex Coletti,David Cross,United States,2016,TV-MA,73 min,Stand-Up Comedy,6.4
80057578,Movie,The Little Prince,Mark Osborne,"Jeff Bridges, Rachel McAdams, Paul Rudd, Bud Cort, Marion Cotillard, Benicio Del Toro, James Franco, Ricky Gervais, Paul Giamatti, Riley Osborne, Albert Brooks, Mackenzie Foy",France,2016,PG,107 min,Children & Family Movies,7.7
80018296,Movie,Yellowbird,Christian De Vita,"Dakota Fanning, Seth Green, Christine Baranski, Zachary Gordon, Richard Kind, Danny Glover, Elliott Gould, Ryan Lee, Jim Rash, Yvette Nicole Brown, Kostja Ullmann","France, Belgium",2014,PG,90 min,"Children & Family Movies, Comedies",5.5
70303426,Movie,2 States,Abhishek Varman,"Alia Bhatt, Arjun Kapoor, Ronit Roy, Amrita Singh, Revathy, Aru Krishansh Verma",India,2014,TV-PG,143 min,"Comedies, Dramas, International Movies",6.9
80104648,Movie,Baaghi,Sabir Khan,"Tiger Shroff, Shraddha Kapoor, Sudheer Babu, Paras Arora, Sunil Grover, Sourav Chakraborty, Shaurya Bhardawaj",India,2016,TV-14,127 min,"Action & Adventure, International Movies",5.2
80992995,Movie,Brij Mohan Amar Rahe,Nikhil Nagesh Bhat,"Arjun Mathur, Nidhi Singh, Manav Vij, Sheetal Thakur, Sunny Hinduja, Yogendra Tikku, Vijayant Kohli",India,2018,TV-MA,100 min,"Comedies, Dramas, International Movies",6.8
80124724,Movie,Alan Saldaña: Mi vida de pobre,"Raúl Campos, Jan Suter",Alan Saldaña,Mexico,2017,TV-MA,54 min,Stand-Up Comedy,6.1
80168079,Movie,Icarus,Bryan Fogel,"Bryan Fogel, Grigory Rodchenkov",United States,2017,TV-MA,121 min,"Documentaries, Sports Movies",7.9
80155475,Movie,Message from the King,Fabrice Du Welz,"Chadwick Boseman, Luke Evans, Teresa Palmer, Alfred Molina, Natalie Martinez, Tom Felton, Dale Dickey, Sibongile Mlambo","United Kingdom, France, Belgium, United States",2017,TV-MA,103 min,"Independent Movies, Thrillers",6.4
70254350,Movie,Chennai Express,Rohit Shetty,"Shah Rukh Khan, Deepika Padukone, Nikitin Dheer, Satyaraj, Kamini Kaushal, Lekh Tandon, Mukesh Tiwari",India,2013,TV-14,135 min,"Action & Adventure, Comedies, International Movies",6.0
70033611,Movie,"Justice, My Foot!",Johnnie To,"Stephen Chow, Anita Mui, Carrie Ng, Wai Ai, Benjamin Chan, Ka Sang Cheung, Wing Cho, Paul Chun, Eddy Ko, Chi Ming Lau",Hong Kong,1992,TV-14,95 min,"Action & Adventure, Comedies, International Movies",6.9
80997863,Movie,Prince Charming,Wong Jing,"Kenny Bee, Cherie Chung, Chan Pak-cheung, Rosamund Kwan, Maggie Cheung",Hong Kong,1984,TV-PG,93 min,"Comedies, International Movies, Romantic Movies",5.6
80114719,Movie,The Laws of Thermodynamics,Mateo Gil,"Vito Sanz, Berta Vázquez, Chino Darín, Vicky Luengo, Andrea Ros, Irene Escolar, Josep Maria Pou, Daniel Sánchez Arévalo",Spain,2018,TV-MA,101 min,"Comedies, International Movies, Romantic Movies",6.0
80042182,Movie,The Eichmann Show,Paul Andrew Williams,"Martin Freeman, Anthony LaPaglia, Rebecca Front, Andy Nyman, Nicholas Woodeson, Ben Addis, Caroline Bartleet, Ed Birch, Dylan Edwards, Nathaniel Gleed, Ben Lloyd-Hughes, Vaidotas Martinaitis, Zora Bishop",United Kingdom,2015,TV-MA,96 min,"Dramas, International Movies",6.5
81091381,Movie,Feo pero sabroso,Fernando Ayllón,"Iván Marín, Lina Cardona, Carlos Barbosa, Ana Cristina Botero, Karine Amaya, Fabiola Posada, Nelson Polanía, Andrea Carvajal, Rocío Tavera, Alberto Saavedra, Christian López, Jorge Herrera, Ricardo Quevedo",Colombia,2018,TV-MA,91 min,"Comedies, International Movies",4.3
81141694,Movie,Mi amigo Alexis,Alejandro Fernández Almendras,"Luciano González, Alexis Sánchez, Daniel Muñoz, Ignacia Uribe, Marco Baeza, Manuela Oyarzún, Camilo Carmona, Alejandra Yañez, Lorna Campos, Gustavo Becerra",Chile,2019,TV-PG,102 min,"Children & Family Movies, Comedies, Dramas",4.9
80209658,Movie,Unbridled,Jota Linares,"Natalia de Molina, Daniel Grao, Natalia Mateo, Ignacio Mateos, Borja Luna, Mario Tardón, Mariana Cordero",Spain,2018,TV-MA,100 min,"International Movies, Thrillers",5.0
80994162,Movie,Misfit,Erwin van den Eshof,"Djamila, Niek Roozen, Bente Fokkens, Jolijn Henneman, Fenna Ramos, Jill Schirnhofer, Donny Roelvink, Défano Holwijn, Luca Gilliot",Netherlands,2017,TV-14,81 min,"Children & Family Movies, Comedies, International Movies",4.3
80174897,Movie,Like Father,Lauren Miller Rogen,"Kristen Bell, Kelsey Grammer, Seth Rogen, Paul W. Downs, Zach Appelman, Leonard Ouzts, Blaire Brooks, Anthony Laciura, Mary Looram, Brett Gelman",United States,2018,TV-MA,104 min,"Comedies, Dramas",6.1
80173176,Movie,The Invisible Guardian,Fernando González Molina,"Marta Etura, Elvira Mínguez, Francesc Orella, Itziar Aizpuru, Nene, Miquel Fernández, Pedro Casablanc, Colin McFarlane, Benn Northover","Spain, Germany",2017,TV-MA,129 min,"International Movies, Thrillers",6.3
81167494,Movie,Expo,Joseph Mbah,"Derek Davenport, Amelia Haberman, Shepsut Wilson, Titus Covington, Hayley Vrana, Michael Alvarez, Richard Lippert, Alfoniso Lopez",United States,2019,TV-14,81 min,"Action & Adventure, Dramas, Independent Movies",2.4
80999781,Movie,Falling Inn Love,Roger Kumble,"Christina Milian, Adam Demos, Jeffrey Bowyer-Chapman, Anna Jullienne, Claire Chitham, Blair Strang, Jonathan Martin, William Walker, Daniel Watterson, Simone Walker",United States,2019,TV-PG,98 min,"Comedies, Romantic Movies",5.6
80997400,Movie,Kardec,Wagner de Assis,"Leonardo Medeiros, Sandra Corveloni, Genezio de Barros, Guilherme Piva, Leonardo Franco, Dalton Vigh, Charles Baudin, Julia Konrad",Brazil,2019,TV-14,110 min,"Dramas, Faith & Spirituality, International Movies",6.2
70292992,Movie,Starred Up,David Mackenzie,"Jack O'Connell, Ben Mendelsohn, Rupert Friend, Sam Spruell, Anthony Welsh, David Ajala, Peter Ferdinando, Gershwyn Eustache Jnr, Ashley Chin, Raphael Sowole, Gilly Gilchrist, Tommy McDonnell",United Kingdom,2013,TV-MA,106 min,"Dramas, Independent Movies, International Movies",7.4
70267834,Movie,Inequality for All,Jacob Kornbluth,Robert Reich,United States,2013,PG,90 min,Documentaries,8.1
80193491,Movie,Bring It On: Worldwide Showdown,Robert Adetuyi,"Cristine Prosperi, Jordan Rodrigues, Gia Re, Sophie Vavasseur, Sven Ruygrok, Stephan Lee Benson, Natalie Walsh, Vivica A. Fox",United States,2017,PG-13,95 min,Comedies,4.3
80184834,Movie,Ryan Hamilton: Happy Face,Marcus Raboy,Ryan Hamilton,United States,2017,TV-14,57 min,Stand-Up Comedy,7.3
81046796,Movie,Travis Scott: Look Mom I Can Fly,White Trash Tyler,Travis Scott,United States,2019,TV-MA,85 min,"Documentaries, Music & Musicals",6.3
81002601,Movie,Conjuring Spirit,Van M. Pham,"Phuong Mai, Quang Su, Hoang Phuc Nguyen, Chi Pu, Tien Pham, Hoai An",Vietnam,2014,TV-MA,112 min,"Horror Movies, International Movies, Thrillers",5.5
80177776,Movie,Naam Shabana,Shivam Nair,"Tapsee Pannu, Akshay Kumar, Manoj Bajpayee, Prithviraj Sukumaran, Danny Denzongpa, Anupam Kher, Zakir Hussain, Virendra Saxenda",India,2017,TV-14,141 min,"Action & Adventure, International Movies",6.3
81016192,Movie,Qarib Qarib Singlle,Tanuja Chandra,"Irrfan Khan, Parvathy, Neha Dhupia, Pushtii Shakti, Luke Kenny, Siddharth Menon, Bajrangbali Singh, Brijendra Kala",India,2017,TV-14,120 min,"Comedies, International Movies, Romantic Movies",7.1
81016194,Movie,Spyder,A.R. Murugadoss,"Mahesh Babu, Rakul Preet Singh, S.J. Surya, Bharath Srinivasan, Priyadarshi Pullikonda, RJ Balaji",India,2017,TV-14,140 min,"Action & Adventure, International Movies",6.6
80059505,Movie,3 Generations,Gaby Dellal,"Elle Fanning, Naomi Watts, Susan Sarandon, Tate Donovan, Linda Emond, Jordan Carlos, Sam Trammell, Maria Dizzia, Tessa Albertson",United States,2015,PG-13,92 min,"Dramas, LGBTQ Movies",5.9
80163159,Movie,Menorca,John Barnard,"Tammy Gillis, Sheila Campbell, Talia Pura, Dorothy Carroll, Logan Creran, Jason Wishnowski, Aaron Merke, Krystle Snow, Michael O'Sullivan","Canada, Spain",2016,TV-MA,81 min,"Dramas, Independent Movies",4.3
81140577,Movie,Dave Chappelle: Sticks & Stones,Stan Lathan,Dave Chappelle,United States,2019,TV-MA,66 min,Stand-Up Comedy,8.5
80108234,Movie,May We Chat,Philip Yung,"Irene Wan, Peter Mak, Rainky Wai, Heidi Lee, Kabby Hui, Paulyn Sun, Dominic Ho, Au Cheuk-Man",Hong Kong,2014,NR,99 min,"Dramas, International Movies",5.0
80152442,Movie,Buster's Mal Heart,Sarah Adina Smith,"Rami Malek, DJ Qualls, Kate Lyn Sheil, Sukha Belle Potter, Toby Huss, Lin Shaye, Mark Kelly, Bruce Bundy, Teresa Yenque, Sandra Ellis Lafferty, Nicholas Pryor",United States,2016,TV-MA,98 min,"Independent Movies, Thrillers",6.1
80161232,Movie,Madre,Aaron Burns,"Daniela Ramírez, Cristobal Tapia Montt, Aida, Matías Bassi, Nicolás Durán, Ignacia Allamand",Chile,2016,TV-MA,95 min,"International Movies, Thrillers",7.8
70275600,Movie,Blue Is the Warmest Color,Abdellatif Kechiche,"Léa Seydoux, Adèle Exarchopoulos, Salim Kechiouche, Aurélien Recoing, Catherine Salée, Benjamin Siksou, Mona Walravens, Alma Jodorowsky, Jérémie Laheurte, Anne Loiret, Benoît Pilot, Sandor Funtek, Fanny Maurin","France, Belgium, Spain",2013,NC-17,180 min,"Dramas, Independent Movies, International Movies",7.7
80097431,Movie,Jeff Foxworthy and Larry the Cable Guy: We’ve Been Thinking...,Jay Karas,"Jeff Foxworthy, Larry the Cable Guy",United States,2016,TV-14,75 min,Stand-Up Comedy,5.6
80057691,Movie,XOXO,Christopher Louie,"Sarah Hyland, Graham Phillips, Chris D'Elia, Hayley Kiyoko, Brett DelBuono, Ryan Hansen, Ian Anthony Dale, Ione Skye, Colin Woodell, LaMonica Garrett, Brianne Howey",United States,2016,TV-MA,92 min,Dramas,5.3
81003736,Movie,One Last Thing,Tim Rouhana,"Wendell Pierce, Jurnee Smollett-Bell, Joanne Froggatt, April Billingsley, Elizabeth Ludlow, David Kronawitter, Adora Dei, Eric Mendenhall, Ed Amatrudo, Kate Kovach",United States,2018,TV-MA,92 min,Dramas,6.1
70293130,Movie,Hank: Five Years from the Brink,Joe Berlinger,"Henry Paulson, Wendy Paulson",United States,2013,TV-MA,86 min,Documentaries,6.6
